bro_identifier,broId,tubeNumber,constructionStandard,coordinateTransformation,corrected,deliveredLocation,deliveryAccountableParty,deliveryContext,deregistered,groundLevelPosition,groundLevelPositioningMethod,groundLevelStable,horizontalPositioningMethod,id,initialFunction,localVerticalReferencePoint,numberOfMonitoringTubes,objectRegistrationTime,offset,owner,qualityRegime,registrationStatus,removed,reregistered,standardizedLocation,underReview,verticalDatum,wellCode,wellConstructionDate,wellHeadProtector,withPrehistory,latestCorrectionTime,tubeType,artesianWellCapPresent,sedimentSumpPresent,numberOfGeoOhmCables,tubeTopDiameter,variableDiameter,tubeStatus,tubeTopPosition,tubeTopPositioningMethod,tubePartInserted,tubeInUse,tubePackingMaterial,tubeMaterial,glue,screenLength,sockMaterial,screenTopPosition,screenBottomPosition,plainTubePartLength,sedimentSumpLength,x,y,geometry,ref_distance,dp,distance_to_ref,region
GMW000000114196-3,GMW000000114196,3,NEN5766,RDNAPTRANS2018,nee,POINT (68983.142 401733.525),51640813,WW,nee,5.913,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.145704447 51.597903807),nee,NAP,GMW43C163579,2025-07-02,potNietWaterdicht,nee,,standaardbuis,ja,nee,0,25,nee,gebruiksklaar,5.833,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,3.613,2.613,2.22,,68983.142,401733.525,POINT (68983.142 401733.525),74900.0,749.0,-0.957296150024316,Os
GMW000000114197-1,GMW000000114197,1,NEN5766,RDNAPTRANS2018,nee,POINT (67712.328 401656.76),51640813,WW,nee,1.348,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127385988 51.597017805),nee,NAP,GMW43C163580,2025-07-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.148,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-11.652,-12.652,12.8,1.0,67712.328,401656.76,POINT (67712.328 401656.76),76199.0,761.99,-18.890565097157165,Os
GMW000000114197-2,GMW000000114197,2,NEN5766,RDNAPTRANS2018,nee,POINT (67712.328 401656.76),51640813,WW,nee,1.348,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127385988 51.597017805),nee,NAP,GMW43C163580,2025-07-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.188,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-5.152,-6.152,6.34,1.0,67712.328,401656.76,POINT (67712.328 401656.76),76199.0,761.99,-18.890565097157165,Os
GMW000000114197-3,GMW000000114197,3,NEN5766,RDNAPTRANS2018,nee,POINT (67712.328 401656.76),51640813,WW,nee,1.348,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:28+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127385988 51.597017805),nee,NAP,GMW43C163580,2025-07-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,1.218,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-0.152,-1.152,1.37,1.0,67712.328,401656.76,POINT (67712.328 401656.76),76199.0,761.99,-18.890565097157165,Os
GMW000000114198-1,GMW000000114198,1,NEN5766,RDNAPTRANS2018,nee,POINT (67708.202 401681.553),51640813,WW,nee,4.208,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:29+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127320261 51.597239975),nee,NAP,GMW43C163581,2025-07-07,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.038,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-13.092,-14.092,17.13,1.0,67708.202,401681.553,POINT (67708.202 401681.553),76200.0,762.0,6.212237601980829,Os
GMW000000114198-2,GMW000000114198,2,NEN5766,RDNAPTRANS2018,nee,POINT (67708.202 401681.553),51640813,WW,nee,4.208,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:29+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127320261 51.597239975),nee,NAP,GMW43C163581,2025-07-07,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.078,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-4.592,-5.592,8.67,1.0,67708.202,401681.553,POINT (67708.202 401681.553),76200.0,762.0,6.212237601980829,Os
GMW000000114198-3,GMW000000114198,3,NEN5766,RDNAPTRANS2018,nee,POINT (67708.202 401681.553),51640813,WW,nee,4.208,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:29+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127320261 51.597239975),nee,NAP,GMW43C163581,2025-07-07,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.118,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.908,1.908,1.21,1.0,67708.202,401681.553,POINT (67708.202 401681.553),76200.0,762.0,6.212237601980829,Os
GMW000000114199-1,GMW000000114199,1,NEN5766,RDNAPTRANS2018,nee,POINT (67709.736 401673.396),51640813,WW,nee,5.551,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2026-01-21T14:04:30+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127344433 51.597166907),nee,NAP,GMW43C163582,2025-07-08,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.371,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.551,1.551,2.82,1.0,67709.736,401673.396,POINT (67709.736 401673.396),76199.0,761.99,-2.0669618111277974,Os
GMW000000114200-1,GMW000000114200,1,NEN5766,RDNAPTRANS2018,nee,POINT (67708.703 401673.723),51640813,WW,nee,5.567,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,1,2026-01-21T14:04:30+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.127329445 51.597169685),nee,NAP,GMW43C163583,2025-07-08,potWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,5.427,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,4.067,3.067,1.36,1.0,67708.703,401673.723,POINT (67708.703 401673.723),76200.0,762.0,-1.6234929084730187,Os
GMW000000114201-1,GMW000000114201,1,NEN5766,RDNAPTRANS2018,nee,POINT (66831.02 402023.84),51640813,WW,nee,4.122,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:31+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.114576585 51.600178983),nee,NAP,GMW43C163584,2025-07-10,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.892,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-14.578,-15.578,18.47,1.0,66831.02,402023.84,POINT (66831.02 402023.84),77200.0,772.0,8.010547236367806,Os
GMW000000114201-2,GMW000000114201,2,NEN5766,RDNAPTRANS2018,nee,POINT (66831.02 402023.84),51640813,WW,nee,4.122,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:31+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.114576585 51.600178983),nee,NAP,GMW43C163584,2025-07-10,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,3.952,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,-3.078,-4.078,7.03,1.0,66831.02,402023.84,POINT (66831.02 402023.84),77200.0,772.0,8.010547236367806,Os
GMW000000114201-3,GMW000000114201,3,NEN5766,RDNAPTRANS2018,nee,POINT (66831.02 402023.84),51640813,WW,nee,4.122,RTKGPS4tot10cm,ja,RTKGPS5tot10cm,BRO_0003,stand,NAP,3,2026-01-21T14:04:31+01:00,0,51640813,IMBRO,geregistreerd,nee,nee,POINT (4.114576585 51.600178983),nee,NAP,GMW43C163584,2025-07-10,potNietWaterdicht,nee,,standaardbuis,ja,ja,0,25,nee,gebruiksklaar,4.022,RTKGPS4tot10cm,nee,onbekend,filtergrind,pvc,geen,1,geen,2.922,1.922,1.1,1.0,66831.02,402023.84,POINT (66831.02 402023.84),77200.0,772.0,8.010547236367806,Os
